id,first_name,player_name,dateofbirth,gender,batting_hand,bowling_type,role,country_id,country,image,Test,ODI,T20,ipl_team,retired,player_image
10776,Michael,Michael Bevan,08-05-1970,m,left-hand-bat,slow-left-arm-orthodox,Middle Order Batter,98,Australia,https://cdn.sportmonks.com/images/countries/png/short/au.png,18,232,0,NA,y,
11019,Simon,Simon Katich,21-08-1975,m,left-hand-bat,slow-left-arm-orthodox,Middle Order Batter,98,Australia,https://cdn.sportmonks.com/images/countries/png/short/au.png,56,45,3,KXIP,y,https://upload.wikimedia.org/wikipedia/commons/b/b8/Katich2.jpg
11055,Justin,Justin Langer,21-11-1970,m,left-hand-bat,right-arm-fast,Top Order Batter,98,Australia,https://cdn.sportmonks.com/images/countries/png/short/au.png,105,8,0,MI,y,https://upload.wikimedia.org/wikipedia/commons/thumb/8/81/Justin_Langer_Portrait.png/500px-Justin_Langer_Portrait.png
11058,Shane,Shane Warne,13-09-1969,m,right-hand-bat,legbreak,Spinner,98,Australia,https://cdn.sportmonks.com/images/countries/png/short/au.png,145,194,0,RR,y,https://upload.wikimedia.org/wikipedia/commons/thumb/f/ff/Shane_Warne_February_2015.jpg/500px-Shane_Warne_February_2015.jpg
234,Mahedi,Mahedi Hasan,12-12-1994,m,right-hand-bat,right-arm-fast,Bowling Allrounder,155043,Bangladesh,https://cdn.sportmonks.com/images/countries/png/short/bd.png,0,11,70,NA,n,
235,Mehidy,Mehidy Hasan Miraz,25-10-1997,m,right-hand-bat,right-arm-offbreak,Batting Allrounder,155043,Bangladesh,https://cdn.sportmonks.com/images/countries/png/short/bd.png,56,114,34,NA,n,https://upload.wikimedia.org/wikipedia/commons/thumb/d/db/%E0%A6%AE%E0%A7%87%E0%A6%B9%E0%A7%87%E0%A6%A6%E0%A7%80_%E0%A6%B9%E0%A6%BE%E0%A6%B8%E0%A6%BE%E0%A6%A8_%E0%A6%AE%E0%A6%BF%E0%A6%B0%E0%A6%BE%E0%A6%9C_%28cropped%29.jpg/500px-%E0%A6%AE%E0%A7%87%E0%A6%B9%E0%A7%87%E0%A6%A6%E0%A7%80_%E0%A6%B9%E0%A6%BE%E0%A6%B8%E0%A6%BE%E0%A6%A8_%E0%A6%AE%E0%A6%BF%E0%A6%B0%E0%A6%BE%E0%A6%9C_%28cropped%29.jpg
237,Mustafizur,Mustafizur Rahman,06-09-1995,m,left-hand-bat,left-arm-fast,Medium Pacer,155043,Bangladesh,https://cdn.sportmonks.com/images/countries/png/short/bd.png,15,101,99,DC,n,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a3/Mustafizur_Rahman_%284%29_%28cropped%29.jpg/500px-Mustafizur_Rahman_%284%29_%28cropped%29.jpg
239,Shakib,Shakib Al Hasan,24-03-1987,m,left-hand-bat,slow-left-arm-orthodox,Bowling Allrounder,155043,Bangladesh,https://cdn.sportmonks.com/images/countries/png/short/bd.png,67,250,128,KKR,y,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c0/Shakib_Al_Hasan_%284%29_%28cropped%29.jpg/500px-Shakib_Al_Hasan_%284%29_%28cropped%29.jpg
240,Tamim,Tamim Iqbal,20-03-1989,m,left-hand-bat,does not bowl,Top Order Batter,155043,Bangladesh,https://cdn.sportmonks.com/images/countries/png/short/bd.png,70,243,78,NA,y,https://upload.wikimedia.org/wikipedia/commons/thumb/4/45/Tamim_Iqbal_Khan.jpg/500px-Tamim_Iqbal_Khan.jpg
244,Mohammad,Mohammad Mahmudullah,04-02-1986,m,right-hand-bat,right-arm-offbreak,Bowling Allrounder,155043,Bangladesh,https://cdn.sportmonks.com/images/countries/png/short/bd.png,50,224,123,NA,y,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b3/Mahmudullah_Riyad_%282%29_%28cropped%29.jpg/500px-Mahmudullah_Riyad_%282%29_%28cropped%29.jpg
248,Rubel,Rubel Hossain,01-01-1990,m,right-hand-bat,right-arm-fast,Medium Pacer,155043,Bangladesh,https://cdn.sportmonks.com/images/countries/png/short/bd.png,27,101,28,NA,n,https://upload.wikimedia.org/wikipedia/commons/thumb/f/ff/Rubel_Hossain_%282%29_%28cropped%29.jpg/500px-Rubel_Hossain_%282%29_%28cropped%29.jpg
249,Soumya,Soumya Sarkar,25-02-1993,m,left-hand-bat,right-arm-fast,Top Order Batter,155043,Bangladesh,https://cdn.sportmonks.com/images/countries/png/short/bd.png,18,61,78,NA,n,https://upload.wikimedia.org/wikipedia/commons/thumb/a/ab/Soumya_Sarkar_%281%29_%28cropped%29.jpg/500px-Soumya_Sarkar_%281%29_%28cropped%29.jpg
250,Taskin,Taskin Ahmed,03-04-1995,m,left-hand-bat,right-arm-fast,Medium Pacer,155043,Bangladesh,https://cdn.sportmonks.com/images/countries/png/short/bd.png,15,69,60,NA,n,https://upload.wikimedia.org/wikipedia/commons/4/43/Taskin_Ahmed_in_2024_%28cropped%29.jpg
253,Litton,Litton Das,13-10-1994,m,right-hand-bat,does not bowl,Wicketkeeper,155043,Bangladesh,https://cdn.sportmonks.com/images/countries/png/short/bd.png,41,86,78,KKR,n,https://upload.wikimedia.org/wikipedia/commons/thumb/6/69/Liton_Das_%283%29_%28cropped%29.jpg/500px-Liton_Das_%283%29_%28cropped%29.jpg
254,Mashrafe,Mashrafe Mortaza,05-10-1983,m,right-hand-bat,right-arm-fast,Medium Pacer,155043,Bangladesh,https://cdn.sportmonks.com/images/countries/png/short/bd.png,36,220,54,NA,y,https://upload.wikimedia.org/wikipedia/commons/thumb/2/20/Mashrafe_conference_3.jpg/500px-Mashrafe_conference_3.jpg
256,Mushfiqur,Mushfiqur Rahim,09-06-1987,m,right-hand-bat,does not bowl,Wicketkeeper,155043,Bangladesh,https://cdn.sportmonks.com/images/countries/png/short/bd.png,89,275,102,NA,n,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e4/Mushfiqur_Rahim_2018_%28cropped%29.jpg/500px-Mushfiqur_Rahim_2018_%28cropped%29.jpg
131,Moeen,Moeen Ali,18-06-1987,m,left-hand-bat,right-arm-offbreak,Batting Allrounder,462,England,https://cdn.sportmonks.com/images/countries/png/short/gb.png,69,141,86,CSK,y,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d1/2018.01.06.17.47.32-Moeen_Ali_%2838876905344%29_%28cropped%29.jpg/500px-2018.01.06.17.47.32-Moeen_Ali_%2838876905344%29_%28cropped%29.jpg
132,Jake,Jake Ball,14-03-1991,m,right-hand-bat,right-arm-fast,Medium Pacer,462,England,https://cdn.sportmonks.com/images/countries/png/short/gb.png,4,18,2,NA,y,
133,Stuart,Stuart Broad,24-06-1986,m,left-hand-bat,right-arm-fast,Medium Pacer,462,England,https://cdn.sportmonks.com/images/countries/png/short/gb.png,167,121,56,NA,y,https://upload.wikimedia.org/wikipedia/commons/thumb/4/45/Stuart_broad.jpg/500px-Stuart_broad.jpg
134,Sam,Sam Curran,03-06-1998,m,left-hand-bat,left-arm-fast,Bowling Allrounder,462,England,https://cdn.sportmonks.com/images/countries/png/short/gb.png,24,33,42,CSK,n,https://upload.wikimedia.org/wikipedia/commons/1/1b/The_Prime_Minister_welcomes_the_World_Cup_winning_cricketers_%2852764650104%29_-_Sam_Curran_%28cropped%29.jpg
135,Keaton,Keaton Jennings,19-06-1992,m,left-hand-bat,right-arm-fast,Top Order Batter,462,England,https://cdn.sportmonks.com/images/countries/png/short/gb.png,17,0,0,NA,n,https://upload.wikimedia.org/wikipedia/commons/thumb/1/10/1_27_Jennings_hundred.jpg/500px-1_27_Jennings_hundred.jpg
136,Dawid,Dawid Malan,03-09-1987,m,left-hand-bat,legbreak,Top Order Batter,462,England,https://cdn.sportmonks.com/images/countries/png/short/gb.png,22,27,62,PBKS,y,https://upload.wikimedia.org/wikipedia/commons/thumb/0/00/3_03_Malan_continues_%28cropped%29.jpg/500px-3_03_Malan_continues_%28cropped%29.jpg
137,Liam,Liam Plunkett,06-04-1985,m,right-hand-bat,right-arm-fast,Medium Pacer,462,England,https://cdn.sportmonks.com/images/countries/png/short/gb.png,13,89,22,DD,y,https://upload.wikimedia.org/wikipedia/commons/thumb/a/ab/Liam_Plunkett_2017_%28cropped%29.jpg/500px-Liam_Plunkett_2017_%28cropped%29.jpg
138,Joe,Joe Root,30-12-1990,m,right-hand-bat,right-arm-offbreak,Top Order Batter,462,England,https://cdn.sportmonks.com/images/countries/png/short/gb.png,147,178,32,RR,n,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f7/Joe_Root_HIP1487_%28cropped%29.jpg/500px-Joe_Root_HIP1487_%28cropped%29.jpg
139,Olly,Olly Stone,09-10-1993,m,right-hand-bat,right-arm-fast,Medium Pacer,462,England,https://cdn.sportmonks.com/images/countries/png/short/gb.png,3,9,1,NA,y,https://upload.wikimedia.org/wikipedia/commons/thumb/3/3e/Olly_Stone.jpg/500px-Olly_Stone.jpg
140,David,David Willey,28-02-1990,m,left-hand-bat,left-arm-fast,Bowling Allrounder,462,England,https://cdn.sportmonks.com/images/countries/png/short/gb.png,0,78,49,RCB,y,https://upload.wikimedia.org/wikipedia/commons/thumb/d/dc/David_Willey_%2851223172836%29_%28cropped%29.jpg/500px-David_Willey_%2851223172836%29_%28cropped%29.jpg
141,James,James Anderson,30-07-1982,m,left-hand-bat,right-arm-fast,Medium Pacer,462,England,https://cdn.sportmonks.com/images/countries/png/short/gb.png,189,194,19,NA,y,
142,Dominic,Dominic Bess,22-07-1997,m,right-hand-bat,right-arm-offbreak,Spinner,462,England,https://cdn.sportmonks.com/images/countries/png/short/gb.png,14,0,0,NA,n,https://upload.wikimedia.org/wikipedia/commons/thumb/6/6b/3_12_Well_batted.jpg/500px-3_12_Well_batted.jpg
143,Jos,Jos Buttler,08-09-1990,m,right-hand-bat,does not bowl,Wicketkeeper,462,England,https://cdn.sportmonks.com/images/countries/png/short/gb.png,57,188,121,GT,n,https://upload.wikimedia.org/wikipedia/commons/thumb/0/01/Jos_Buttler_in_2023.jpg/500px-Jos_Buttler_in_2023.jpg
144,Liam,Liam Dawson,01-03-1990,m,right-hand-bat,slow-left-arm-orthodox,Spinner,462,England,https://cdn.sportmonks.com/images/countries/png/short/gb.png,3,6,13,NA,n,
145,Chris,Chris Jordan,04-10-1988,m,right-hand-bat,right-arm-fast,Bowling Allrounder,462,England,https://cdn.sportmonks.com/images/countries/png/short/gb.png,8,34,93,MI,n,
146,Eoin,Eoin Morgan,10-09-1986,m,left-hand-bat,right-arm-fast,Top Order Batter,462,England,https://cdn.sportmonks.com/images/countries/png/short/gb.png,16,248,115,KKR,y,https://upload.wikimedia.org/wikipedia/commons/thumb/9/92/Eoin_Morgan_2.jpg/500px-Eoin_Morgan_2.jpg
147,Ollie,Ollie Pope,02-01-1998,m,right-hand-bat,does not bowl,Top Order Batter,462,England,https://cdn.sportmonks.com/images/countries/png/short/gb.png,64,1,0,NA,n,https://upload.wikimedia.org/wikipedia/commons/thumb/b/bf/Ollie_Pope.jpg/500px-Ollie_Pope.jpg
148,Jason,Jason Roy,21-07-1990,m,right-hand-bat,does not bowl,Top Order Batter,462,England,https://cdn.sportmonks.com/images/countries/png/short/gb.png,5,116,64,KKR,n,https://upload.wikimedia.org/wikipedia/commons/thumb/e/ed/Jason_Roy_with_the_Sydney_Sixers.jpg/500px-Jason_Roy_with_the_Sydney_Sixers.jpg
150,Chris,Chris Woakes,02-03-1989,m,right-hand-bat,right-arm-fast,Bowling Allrounder,462,England,https://cdn.sportmonks.com/images/countries/png/short/gb.png,48,122,33,DC,y,https://upload.wikimedia.org/wikipedia/commons/thumb/f/fe/Chris_Woakes_2022.jpg/500px-Chris_Woakes_2022.jpg
151,Jonny,Jonny Bairstow,26-09-1989,m,right-hand-bat,right-arm-fast,Wicketkeeper,462,England,https://cdn.sportmonks.com/images/countries/png/short/gb.png,104,106,77,MI,n,https://upload.wikimedia.org/wikipedia/commons/thumb/4/49/2_05_Bairstow_out.jpg/500px-2_05_Bairstow_out.jpg
152,Sam,Sam Billings,15-06-1991,m,right-hand-bat,does not bowl,Wicketkeeper,462,England,https://cdn.sportmonks.com/images/countries/png/short/gb.png,3,30,41,KKR,n,https://upload.wikimedia.org/wikipedia/commons/thumb/2/29/Sam_Billings_Kent_V_Surrey_2015_at_Kia_Oval_Cricket_Ground_%2827190750944%29.jpg/500px-Sam_Billings_Kent_V_Surrey_2015_at_Kia_Oval_Cricket_Ground_%2827190750944%29.jpg
153,Alastair,Alastair Cook,25-12-1984,m,left-hand-bat,right-arm-offbreak,Top Order Batter,462,England,https://cdn.sportmonks.com/images/countries/png/short/gb.png,161,92,4,NA,y,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c7/Alastair_Cook_vs_Upminster_CC.jpg/500px-Alastair_Cook_vs_Upminster_CC.jpg
154,Alex,Alex Hales,03-01-1989,m,right-hand-bat,right-arm-fast,Top Order Batter,462,England,https://cdn.sportmonks.com/images/countries/png/short/gb.png,11,70,75,SRH,y,https://upload.wikimedia.org/wikipedia/commons/thumb/5/5e/Alex_Hales_2.JPG/500px-Alex_Hales_2.JPG
155,Jack,Jack Leach,22-06-1991,m,left-hand-bat,slow-left-arm-orthodox,Spinner,462,England,https://cdn.sportmonks.com/images/countries/png/short/gb.png,36,2,0,NA,n,https://upload.wikimedia.org/wikipedia/commons/thumb/3/33/2_31_Hero%27s_return.jpg/500px-2_31_Hero%27s_return.jpg
156,Craig,Craig Overton,10-04-1994,m,right-hand-bat,right-arm-fast,Medium Pacer,462,England,https://cdn.sportmonks.com/images/countries/png/short/gb.png,8,7,4,NA,n,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e2/Craig_Overton.jpg/500px-Craig_Overton.jpg
157,Adil,Adil Rashid,17-02-1988,m,right-hand-bat,legbreak,Spinner,462,England,https://cdn.sportmonks.com/images/countries/png/short/gb.png,19,139,108,SRH,n,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a3/1_13_Adil_Rashid_%28cropped%29.jpg/500px-1_13_Adil_Rashid_%28cropped%29.jpg
158,Ben,Ben Stokes,04-06-1991,m,left-hand-bat,right-arm-fast,Batting Allrounder,462,England,https://cdn.sportmonks.com/images/countries/png/short/gb.png,107,118,43,CSK,n,https://upload.wikimedia.org/wikipedia/commons/thumb/3/3e/BEN_STOKES_%2811704837023%29_%28cropped%29.jpg/500px-BEN_STOKES_%2811704837023%29_%28cropped%29.jpg
159,James,James Vince,14-03-1991,m,right-hand-bat,right-arm-fast,Top Order Batter,462,England,https://cdn.sportmonks.com/images/countries/png/short/gb.png,13,25,22,NA,n,https://upload.wikimedia.org/wikipedia/commons/thumb/8/88/James_Vince_2023.jpg/500px-James_Vince_2023.jpg
160,Mark,Mark Wood,11-01-1990,m,right-hand-bat,right-arm-fast,Medium Pacer,462,England,https://cdn.sportmonks.com/images/countries/png/short/gb.png,35,68,33,LSG,n,
327,Tom,Tom Curran,12-03-1995,m,right-hand-bat,right-arm-fast,Bowling Allrounder,462,England,https://cdn.sportmonks.com/images/countries/png/short/gb.png,2,28,30,DC,n,https://upload.wikimedia.org/wikipedia/commons/thumb/2/2a/Tom_Curran_cricketer.jpg/500px-Tom_Curran_cricketer.jpg
328,Joe,Joe Denly,16-03-1986,m,right-hand-bat,legbreak,Spinner,462,England,https://cdn.sportmonks.com/images/countries/png/short/gb.png,2,16,13,NA,n,https://upload.wikimedia.org/wikipedia/commons/b/b6/Denly2.jpg
329,Rory,Rory Burns,26-08-1990,m,left-hand-bat,right-arm-fast,Top Order Batter,462,England,https://cdn.sportmonks.com/images/countries/png/short/gb.png,32,0,0,NA,n,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a1/3_06_Rory_Burns.jpg/500px-3_06_Rory_Burns.jpg
361,Tymal,Tymal Mills,12-08-1992,m,right-hand-bat,left-arm-fast,Medium Pacer,462,England,https://cdn.sportmonks.com/images/countries/png/short/gb.png,0,0,18,MI,n,https://upload.wikimedia.org/wikipedia/commons/thumb/5/53/Tom_Craddock_%28left%29_and_Tymal_Mills_%28right%29_%28cropped%29.jpg/500px-Tom_Craddock_%28left%29_and_Tymal_Mills_%28right%29_%28cropped%29.jpg
380,Ravi,Ravi Bopara,04-05-1985,m,right-hand-bat,right-arm-fast,Batting Allrounder,462,England,https://cdn.sportmonks.com/images/countries/png/short/gb.png,13,120,38,SRH,y,https://upload.wikimedia.org/wikipedia/commons/9/99/Ravi_Bopara.jpg
424,Jofra,Jofra Archer,01-04-1995,m,right-hand-bat,right-arm-fast,Medium Pacer,462,England,https://cdn.sportmonks.com/images/countries/png/short/gb.png,13,21,15,RR,n,https://upload.wikimedia.org/wikipedia/commons/d/de/Jofra_Archer_%283%29.jpg
621,Tim,Tim Bresnan,28-02-1985,m,right-hand-bat,right-arm-fast,Bowling Allrounder,462,England,https://cdn.sportmonks.com/images/countries/png/short/gb.png,23,85,34,MI,y,https://upload.wikimedia.org/wikipedia/commons/thumb/3/3b/Tim_Bresnan_jogging_to_the_boundary_%28cropped%29.jpg/500px-Tim_Bresnan_jogging_to_the_boundary_%28cropped%29.jpg
670,Ben,Ben Duckett,17-10-1994,m,left-hand-bat,right-arm-offbreak,Top Order Batter,462,England,https://cdn.sportmonks.com/images/countries/png/short/gb.png,20,10,13,NA,n,https://upload.wikimedia.org/wikipedia/commons/f/fd/3_31_Another_four_%28Ben_Duckett_cropped%29.jpg
780,Liam,Liam Livingstone,04-08-1993,m,right-hand-bat,legbreak,Batting Allrounder,462,England,https://cdn.sportmonks.com/images/countries/png/short/gb.png,0,20,47,PBKS,n,
1040,Ian,Ian Bell,11-04-1982,m,right-hand-bat,right-arm-fast,Middle Order Batter,462,England,https://cdn.sportmonks.com/images/countries/png/short/gb.png,118,161,8,NA,y,https://upload.wikimedia.org/wikipedia/commons/6/6b/The_England_Cricket_Team_Ashes_2015_%28bell_cropped%29.jpg
1262,Owais,Owais Shah,22-10-1978,m,right-hand-bat,right-arm-offbreak,Middle Order Batter,462,England,https://cdn.sportmonks.com/images/countries/png/short/gb.png,6,71,17,RR,y,
1337,Kevin,Kevin Pietersen,27-06-1980,m,right-hand-bat,right-arm-offbreak,Middle Order Batter,462,England,https://cdn.sportmonks.com/images/countries/png/short/gb.png,104,136,37,RPS,y,https://upload.wikimedia.org/wikipedia/commons/thumb/8/86/Kevin_Pietersen_2014.jpg/500px-Kevin_Pietersen_2014.jpg
1376,Steven,Steven Finn,04-04-1989,m,right-hand-bat,right-arm-fast,Medium Pacer,462,England,https://cdn.sportmonks.com/images/countries/png/short/gb.png,36,69,21,NA,y,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b4/Steven_Finn_%28cricketer%29%2C_%282014%29.jpg/500px-Steven_Finn_%28cricketer%29%2C_%282014%29.jpg
1838,Michael,Michael Vaughan,29-10-1974,m,right-hand-bat,right-arm-offbreak,Top Order Batter,462,England,https://cdn.sportmonks.com/images/countries/png/short/gb.png,82,86,2,NA,y,https://upload.wikimedia.org/wikipedia/commons/thumb/2/27/The_Kia_Oval_England_v_Pakistan_-_Aug_2010_-_Michael_Vaughan_-_Channel_5%27s_Man_at_the_Cricket_%284908718949%29.jpg/500px-The_Kia_Oval_England_v_Pakistan_-_Aug_2010_-_Michael_Vaughan_-_Channel_5%27s_Man_at_the_Cricket_%284908718949%29.jpg
1841,Paul,Paul Collingwood,26-05-1976,m,right-hand-bat,right-arm-fast,Top Order Batter,462,England,https://cdn.sportmonks.com/images/countries/png/short/gb.png,68,197,36,DD,y,https://upload.wikimedia.org/wikipedia/commons/thumb/3/37/Former_England_batsman_Paul_Collingwood_at_Headingley_ahead_of_the_3rd_Ashes_Test_of_2019.jpg/500px-Former_England_batsman_Paul_Collingwood_at_Headingley_ahead_of_the_3rd_Ashes_Test_of_2019.jpg
1847,Andrew,Andrew Flintoff,06-12-1977,m,right-hand-bat,right-arm-fast,Bowling Allrounder,462,England,https://cdn.sportmonks.com/images/countries/png/short/gb.png,79,141,7,CSK,y,https://upload.wikimedia.org/wikipedia/commons/thumb/f/fe/Rachel_and_cricketer_husband_Freddie_Flintoff_%2823820118063%29_%28cropped%29.jpg/500px-Rachel_and_cricketer_husband_Freddie_Flintoff_%2823820118063%29_%28cropped%29.jpg
1862,Monty,Monty Panesar,25-04-1982,m,left-hand-bat,slow-left-arm-orthodox,Spinner,462,England,https://cdn.sportmonks.com/images/countries/png/short/gb.png,50,26,1,NA,y,https://upload.wikimedia.org/wikipedia/commons/thumb/4/46/Monty_Panesar_%282014%29_%2802%29.jpg/500px-Monty_Panesar_%282014%29_%2802%29.jpg
1865,Andrew,Andrew Strauss,02-03-1977,m,left-hand-bat,left-arm-fast,Top Order Batter,462,England,https://cdn.sportmonks.com/images/countries/png/short/gb.png,100,127,4,NA,y,https://upload.wikimedia.org/wikipedia/commons/thumb/6/62/Andrew_Strauss.JPG/500px-Andrew_Strauss.JPG
2249,Matt,Matt Prior,26-02-1982,m,right-hand-bat,does not bowl,Wicketkeeper,462,England,https://cdn.sportmonks.com/images/countries/png/short/gb.png,79,68,10,NA,y,https://upload.wikimedia.org/wikipedia/commons/thumb/2/23/Matt_prior.jpg/500px-Matt_prior.jpg
2255,Graeme,Graeme Swann,24-03-1979,m,right-hand-bat,right-arm-offbreak,Spinner,462,England,https://cdn.sportmonks.com/images/countries/png/short/gb.png,60,79,39,NA,y,https://upload.wikimedia.org/wikipedia/commons/thumb/2/25/Graeme_Swann%2C_2009.jpg/500px-Graeme_Swann%2C_2009.jpg
2261,Jonathan,Jonathan Trott,22-04-1981,m,right-hand-bat,right-arm-fast,Middle Order Batter,462,England,https://cdn.sportmonks.com/images/countries/png/short/gb.png,52,68,7,NA,y,https://upload.wikimedia.org/wikipedia/commons/thumb/5/5d/Jonathan_Trott1.jpg/500px-Jonathan_Trott1.jpg
2294,James,James Tredwell,27-02-1982,m,left-hand-bat,right-arm-offbreak,Spinner,462,England,https://cdn.sportmonks.com/images/countries/png/short/gb.png,2,45,17,NA,y,https://upload.wikimedia.org/wikipedia/commons/thumb/8/84/James_Tredwell_playing_cricket.jpg/500px-James_Tredwell_playing_cricket.jpg
2408,Reece,Reece Topley,21-02-1994,m,right-hand-bat,left-arm-fast,Medium Pacer,462,England,https://cdn.sportmonks.com/images/countries/png/short/gb.png,0,33,29,MI,y,https://upload.wikimedia.org/wikipedia/commons/3/34/Reece_Topley_%28cropped%29.png
3164,Ben,Ben Foakes,15-02-1993,m,right-hand-bat,does not bowl,Wicketkeeper,462,England,https://cdn.sportmonks.com/images/countries/png/short/gb.png,21,7,0,NA,n,https://upload.wikimedia.org/wikipedia/commons/4/4b/Ben_Foakes_Cricketer.jpg
3431,Philip,Philip Salt,28-08-1996,m,right-hand-bat,right-arm-offbreak,Wicketkeeper,462,England,https://cdn.sportmonks.com/images/countries/png/short/gb.png,0,23,24,RCB,n,https://upload.wikimedia.org/wikipedia/commons/thumb/4/4b/2_02_Phil_Salt.jpg/500px-2_02_Phil_Salt.jpg
3491,Jamie,Jamie Overton,10-04-1994,m,right-hand-bat,right-arm-fast,Medium Pacer,462,England,https://cdn.sportmonks.com/images/countries/png/short/gb.png,1,0,1,CSK,n,https://upload.wikimedia.org/wikipedia/commons/b/ba/Jamie_Overton.jpg
3734,Harry,Harry Brook,22-02-1999,m,right-hand-bat,right-arm-fast,Middle Order Batter,462,England,https://cdn.sportmonks.com/images/countries/png/short/gb.png,18,15,37,SRH,n,https://upload.wikimedia.org/wikipedia/commons/thumb/6/63/Harry_Brook_County_cricket_cropped.jpg/500px-Harry_Brook_County_cricket_cropped.jpg
3806,Will,Will Jacks,21-11-1998,m,right-hand-bat,right-arm-offbreak,Middle Order Batter,462,England,https://cdn.sportmonks.com/images/countries/png/short/gb.png,2,11,11,MI,n,https://upload.wikimedia.org/wikipedia/commons/thumb/4/4d/4_20_Will_Jacks.jpg/500px-4_20_Will_Jacks.jpg
3815,Jamie,Jamie Smith,12-07-2000,m,right-hand-bat,does not bowl,Wicketkeeper,462,England,https://cdn.sportmonks.com/images/countries/png/short/gb.png,15,19,5,NA,n,https://upload.wikimedia.org/wikipedia/commons/thumb/2/23/Jamie_xx_-_8_June_2016_%28cropped%29.jpg/500px-Jamie_xx_-_8_June_2016_%28cropped%29.jpg
3890,Zak,Zak Crawley,03-02-1998,m,right-hand-bat,right-arm-offbreak,Top Order Batter,462,England,https://cdn.sportmonks.com/images/countries/png/short/gb.png,52,8,0,NA,n,https://upload.wikimedia.org/wikipedia/commons/thumb/5/5a/1_03_Zak_Crawley_%28cropped%29.jpg/500px-1_03_Zak_Crawley_%28cropped%29.jpg
4145,Josh,Josh Tongue,15-11-1997,m,right-hand-bat,right-arm-fast,Medium Pacer,462,England,https://cdn.sportmonks.com/images/countries/png/short/gb.png,2,2,1,NA,n,
5150,Marcus,Marcus Trescothick,25-12-1975,m,left-hand-bat,right-arm-fast,Wicketkeeper,462,England,https://cdn.sportmonks.com/images/countries/png/short/gb.png,76,123,3,NA,y,https://upload.wikimedia.org/wikipedia/commons/1/1b/Tresco_1.jpg
5177,Gus,Gus Atkinson,19-01-1998,m,right-hand-bat,right-arm-fast,Medium Pacer,462,England,https://cdn.sportmonks.com/images/countries/png/short/gb.png,13,11,4,NA,n,
31217,Rehan,Rehan Ahmed,13-08-2004,m,right-hand-bat,legbreak,Spinner,462,England,https://cdn.sportmonks.com/images/countries/png/short/gb.png,5,6,12,NA,n,https://upload.wikimedia.org/wikipedia/commons/thumb/4/43/3_57_Rehan_Ahmed.jpg/500px-3_57_Rehan_Ahmed.jpg
46,Virat,Virat Kohli,05-11-1988,m,right-hand-bat,right-arm-fast,Top Order Batter,153732,India,https://cdn.sportmonks.com/images/countries/png/short/in.png,112,292,115,RCB,n,https://upload.wikimedia.org/wikipedia/commons/thumb/9/9b/Virat_Kohli_in_PMO_New_Delhi.jpg/500px-Virat_Kohli_in_PMO_New_Delhi.jpg
47,Lokesh,Lokesh Rahul,18-04-1992,m,right-hand-bat,does not bowl,Wicketkeeper,153732,India,https://cdn.sportmonks.com/images/countries/png/short/in.png,48,75,72,DC,n,https://upload.wikimedia.org/wikipedia/commons/6/69/KL_Rahul_at_Femina_Miss_India_2018_Grand_Finale_%28cropped%29.jpg
48,Prithvi,Prithvi Shaw,09-11-1999,m,right-hand-bat,right-arm-offbreak,Top Order Batter,153732,India,https://cdn.sportmonks.com/images/countries/png/short/in.png,0,9,0,DC,n,https://upload.wikimedia.org/wikipedia/commons/a/a8/Prithvi_shaw.png
49,Mayank,Mayank Agarwal,16-02-1991,m,right-hand-bat,does not bowl,Top Order Batter,153732,India,https://cdn.sportmonks.com/images/countries/png/short/in.png,21,5,0,PBKS,n,https://upload.wikimedia.org/wikipedia/commons/thumb/6/61/2_38_Agarwal_mugshot.jpg/500px-2_38_Agarwal_mugshot.jpg
50,Cheteshwar,Cheteshwar Pujara,25-01-1988,m,right-hand-bat,legbreak,Top Order Batter,153732,India,https://cdn.sportmonks.com/images/countries/png/short/in.png,103,5,0,KXIP,n,https://upload.wikimedia.org/wikipedia/commons/thumb/6/61/Cheteshwar_Pujara.jpg/500px-Cheteshwar_Pujara.jpg
51,Ajinkya,Ajinkya Rahane,06-06-1988,m,right-hand-bat,right-arm-fast,Middle Order Batter,153732,India,https://cdn.sportmonks.com/images/countries/png/short/in.png,85,90,20,KKR,n,https://upload.wikimedia.org/wikipedia/commons/9/96/Ajinkya_Rahane_2016_%28cropped%29.jpg
52,Hanuma,Hanuma Vihari,13-10-1993,m,right-hand-bat,right-arm-offbreak,Bowling Allrounder,153732,India,https://cdn.sportmonks.com/images/countries/png/short/in.png,16,0,0,DC,n,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0e/Hanuma_Vihari.png/500px-Hanuma_Vihari.png
