id,first_name,player_name,dateofbirth,gender,batting_hand,bowling_type,role,country_id,country,image,Test,ODI,T20,ipl_team,retired
1841,Paul,Paul Collingwood,26-05-1976,m,right-hand-bat,right-arm-fast,Top Order Batter,462,England,https://cdn.sportmonks.com/images/countries/png/short/gb.png,68,197,36,DD,y
1847,Andrew,Andrew Flintoff,06-12-1977,m,right-hand-bat,right-arm-fast,Bowling Allrounder,462,England,https://cdn.sportmonks.com/images/countries/png/short/gb.png,79,141,7,CSK,y
1862,Monty,Monty Panesar,25-04-1982,m,left-hand-bat,slow-left-arm-orthodox,Spinner,462,England,https://cdn.sportmonks.com/images/countries/png/short/gb.png,50,26,1,NA,y
1865,Andrew,Andrew Strauss,02-03-1977,m,left-hand-bat,left-arm-fast,Top Order Batter,462,England,https://cdn.sportmonks.com/images/countries/png/short/gb.png,100,127,4,NA,y
2249,Matt,Matt Prior,26-02-1982,m,right-hand-bat,does not bowl,Wicketkeeper,462,England,https://cdn.sportmonks.com/images/countries/png/short/gb.png,79,68,10,NA,y
2255,Graeme,Graeme Swann,24-03-1979,m,right-hand-bat,right-arm-offbreak,Spinner,462,England,https://cdn.sportmonks.com/images/countries/png/short/gb.png,60,79,39,NA,y
2261,Jonathan,Jonathan Trott,22-04-1981,m,right-hand-bat,right-arm-fast,Middle Order Batter,462,England,https://cdn.sportmonks.com/images/countries/png/short/gb.png,52,68,7,NA,y
2294,James,James Tredwell,27-02-1982,m,left-hand-bat,right-arm-offbreak,Spinner,462,England,https://cdn.sportmonks.com/images/countries/png/short/gb.png,2,45,17,NA,y
2408,Reece,Reece Topley,21-02-1994,m,right-hand-bat,left-arm-fast,Medium Pacer,462,England,https://cdn.sportmonks.com/images/countries/png/short/gb.png,0,33,29,MI,y
3164,Ben,Ben Foakes,15-02-1993,m,right-hand-bat,does not bowl,Wicketkeeper,462,England,https://cdn.sportmonks.com/images/countries/png/short/gb.png,21,7,0,NA,n
3431,Philip,Philip Salt,28-08-1996,m,right-hand-bat,right-arm-offbreak,Wicketkeeper,462,England,https://cdn.sportmonks.com/images/countries/png/short/gb.png,0,23,24,RCB,n
3491,Jamie,Jamie Overton,10-04-1994,m,right-hand-bat,right-arm-fast,Medium Pacer,462,England,https://cdn.sportmonks.com/images/countries/png/short/gb.png,1,0,1,CSK,n
3734,Harry,Harry Brook,22-02-1999,m,right-hand-bat,right-arm-fast,Middle Order Batter,462,England,https://cdn.sportmonks.com/images/countries/png/short/gb.png,18,15,37,SRH,n
3806,Will,Will Jacks,21-11-1998,m,right-hand-bat,right-arm-offbreak,Middle Order Batter,462,England,https://cdn.sportmonks.com/images/countries/png/short/gb.png,2,11,11,MI,n
3815,Jamie,Jamie Smith,12-07-2000,m,right-hand-bat,does not bowl,Wicketkeeper,462,England,https://cdn.sportmonks.com/images/countries/png/short/gb.png,15,19,5,NA,n
3890,Zak,Zak Crawley,03-02-1998,m,right-hand-bat,right-arm-offbreak,Top Order Batter,462,England,https://cdn.sportmonks.com/images/countries/png/short/gb.png,52,8,0,NA,n
4145,Josh,Josh Tongue,15-11-1997,m,right-hand-bat,right-arm-fast,Medium Pacer,462,England,https://cdn.sportmonks.com/images/countries/png/short/gb.png,2,2,1,NA,n
5150,Marcus,Marcus Trescothick,25-12-1975,m,left-hand-bat,right-arm-fast,Wicketkeeper,462,England,https://cdn.sportmonks.com/images/countries/png/short/gb.png,76,123,3,NA,y
5177,Gus,Gus Atkinson,19-01-1998,m,right-hand-bat,right-arm-fast,Medium Pacer,462,England,https://cdn.sportmonks.com/images/countries/png/short/gb.png,13,11,4,NA,n
31217,Rehan,Rehan Ahmed,13-08-2004,m,right-hand-bat,legbreak,Spinner,462,England,https://cdn.sportmonks.com/images/countries/png/short/gb.png,5,6,12,NA,n
46,Virat,Virat Kohli,05-11-1988,m,right-hand-bat,right-arm-fast,Top Order Batter,153732,India,https://cdn.sportmonks.com/images/countries/png/short/in.png,112,292,115,RCB,n
47,Lokesh,Lokesh Rahul,18-04-1992,m,right-hand-bat,does not bowl,Wicketkeeper,153732,India,https://cdn.sportmonks.com/images/countries/png/short/in.png,48,75,72,DC,n
48,Prithvi,Prithvi Shaw,09-11-1999,m,right-hand-bat,right-arm-offbreak,Top Order Batter,153732,India,https://cdn.sportmonks.com/images/countries/png/short/in.png,0,9,0,DC,n
49,Mayank,Mayank Agarwal,16-02-1991,m,right-hand-bat,does not bowl,Top Order Batter,153732,India,https://cdn.sportmonks.com/images/countries/png/short/in.png,21,5,0,PBKS,n
50,Cheteshwar,Cheteshwar Pujara,25-01-1988,m,right-hand-bat,legbreak,Top Order Batter,153732,India,https://cdn.sportmonks.com/images/countries/png/short/in.png,103,5,0,KXIP,n
51,Ajinkya,Ajinkya Rahane,06-06-1988,m,right-hand-bat,right-arm-fast,Middle Order Batter,153732,India,https://cdn.sportmonks.com/images/countries/png/short/in.png,85,90,20,KKR,n
52,Hanuma,Hanuma Vihari,13-10-1993,m,right-hand-bat,right-arm-offbreak,Bowling Allrounder,153732,India,https://cdn.sportmonks.com/images/countries/png/short/in.png,16,0,0,DC,n
53,Rishabh,Rishabh Pant,04-10-1997,m,left-hand-bat,does not bowl,Wicketkeeper,153732,India,https://cdn.sportmonks.com/images/countries/png/short/in.png,33,30,66,LSG,n
54,Ravichandran,Ravichandran Ashwin,17-09-1986,m,right-hand-bat,right-arm-offbreak,Bowling Allrounder,153732,India,https://cdn.sportmonks.com/images/countries/png/short/in.png,106,116,65,CSK,n
55,Ravindra,Ravindra Jadeja,06-12-1988,m,left-hand-bat,slow-left-arm-orthodox,Bowling Allrounder,153732,India,https://cdn.sportmonks.com/images/countries/png/short/in.png,89,210,74,CSK,n
56,Kuldeep,Kuldeep Yadav,14-12-1994,m,left-hand-bat,left-arm-chinaman,Spinner,153732,India,https://cdn.sportmonks.com/images/countries/png/short/in.png,17,120,50,DC,n
57,Mohammed,Mohammed Shami,03-09-1990,m,right-hand-bat,right-arm-fast,Medium Pacer,153732,India,https://cdn.sportmonks.com/images/countries/png/short/in.png,64,101,23,SRH,n
58,Umesh,Umesh Yadav,25-10-1987,m,right-hand-bat,right-arm-fast,Medium Pacer,153732,India,https://cdn.sportmonks.com/images/countries/png/short/in.png,57,75,9,GT,n
59,Mohammed,Mohammed Siraj,13-03-1994,m,right-hand-bat,right-arm-fast,Medium Pacer,153732,India,https://cdn.sportmonks.com/images/countries/png/short/in.png,22,41,10,GT,n
60,Yashasvi,Yashasvi Jaiswal,28-12-2001,m,left-hand-bat,right-arm-offbreak,Top Order Batter,153732,India,,26,1,23,RR,n
61,Shardul,Shardul Thakur,16-10-1991,m,right-hand-bat,right-arm-fast,Bowling Allrounder,153732,India,https://cdn.sportmonks.com/images/countries/png/short/in.png,13,47,25,LSG,n
273,Yuzvendra,Yuzvendra Chahal,23-07-1990,m,right-hand-bat,legbreak,Spinner,153732,India,https://cdn.sportmonks.com/images/countries/png/short/in.png,0,72,80,PBKS,n
274,Mahendra Singh,Mahendra Singh Dhoni,07-07-1981,m,right-hand-bat,right-arm-fast,Wicketkeeper,153732,India,https://cdn.sportmonks.com/images/countries/png/short/in.png,90,350,98,CSK,n
275,Dinesh,Dinesh Karthik,01-06-1985,m,right-hand-bat,does not bowl,Wicketkeeper,153732,India,https://cdn.sportmonks.com/images/countries/png/short/in.png,26,94,60,RCB,y
276,Manish,Manish Pandey,10-09-1989,m,right-hand-bat,right-arm-fast,Middle Order Batter,153732,India,https://cdn.sportmonks.com/images/countries/png/short/in.png,0,29,39,KKR,n
277,Suresh,Suresh Raina,27-11-1986,m,left-hand-bat,right-arm-offbreak,Middle Order Batter,153732,India,https://cdn.sportmonks.com/images/countries/png/short/in.png,18,226,78,CSK,y
278,Rohit,Rohit Sharma,30-04-1987,m,right-hand-bat,right-arm-offbreak,Top Order Batter,153732,India,https://cdn.sportmonks.com/images/countries/png/short/in.png,67,282,159,MI,n
279,Deepak,Deepak Chahar,07-08-1992,m,right-hand-bat,right-arm-fast,Medium Pacer,153732,India,https://cdn.sportmonks.com/images/countries/png/short/in.png,0,13,25,MI,n
280,Bhuvneshwar,Bhuvneshwar Kumar,05-02-1990,m,right-hand-bat,right-arm-fast,Medium Pacer,153732,India,https://cdn.sportmonks.com/images/countries/png/short/in.png,21,121,87,RCB,n
281,Hardik,Hardik Pandya,11-10-1993,m,right-hand-bat,right-arm-fast,Batting Allrounder,153732,India,https://cdn.sportmonks.com/images/countries/png/short/in.png,11,94,125,MI,n
282,Ambati,Ambati Rayudu,23-09-1985,m,right-hand-bat,right-arm-offbreak,Middle Order Batter,153732,India,https://cdn.sportmonks.com/images/countries/png/short/in.png,0,55,6,CSK,y
283,Murali,Murali Vijay,01-04-1984,m,right-hand-bat,right-arm-offbreak,Top Order Batter,153732,India,https://cdn.sportmonks.com/images/countries/png/short/in.png,61,17,9,CSK,y
284,Jasprit,Jasprit Bumrah,06-12-1993,m,right-hand-bat,right-arm-fast,Medium Pacer,153732,India,https://cdn.sportmonks.com/images/countries/png/short/in.png,52,89,84,MI,n
285,Shikhar,Shikhar Dhawan,05-12-1985,m,left-hand-bat,right-arm-offbreak,Top Order Batter,153732,India,https://cdn.sportmonks.com/images/countries/png/short/in.png,34,167,68,PBKS,y
286,Kedar,Kedar Jadhav,26-03-1985,m,right-hand-bat,right-arm-offbreak,Batting Allrounder,153732,India,https://cdn.sportmonks.com/images/countries/png/short/in.png,0,73,9,RCB,y
288,Ishant,Ishant Sharma,02-09-1988,m,right-hand-bat,right-arm-fast,Medium Pacer,153732,India,https://cdn.sportmonks.com/images/countries/png/short/in.png,105,80,14,GT,y
322,Khaleel,Khaleel Ahmed,05-12-1997,m,right-hand-bat,left-arm-fast,Medium Pacer,153732,India,https://cdn.sportmonks.com/images/countries/png/short/in.png,0,11,18,CSK,n
815,Axar,Axar Patel,20-01-1994,m,left-hand-bat,slow-left-arm-orthodox,Bowling Allrounder,153732,India,https://cdn.sportmonks.com/images/countries/png/short/in.png,15,71,86,DC,n
869,Siddarth,Siddarth Kaul,19-05-1990,m,right-hand-bat,right-arm-fast,Medium Pacer,153732,India,https://cdn.sportmonks.com/images/countries/png/short/in.png,0,3,3,RCB,y
1724,Rahul,Rahul Dravid,11-01-1973,m,right-hand-bat,right-arm-offbreak,Top Order Batter,153732,India,https://cdn.sportmonks.com/images/countries/png/short/in.png,164,344,1,RR,y
1727,Yuvraj,Yuvraj Singh,12-12-1981,m,left-hand-bat,slow-left-arm-orthodox,Batting Allrounder,153732,India,https://cdn.sportmonks.com/images/countries/png/short/in.png,40,304,58,MI,y
1730,Ajit,Ajit Agarkar,04-12-1977,m,right-hand-bat,right-arm-fast,Medium Pacer,153732,India,https://cdn.sportmonks.com/images/countries/png/short/in.png,26,191,4,MI,y
1733,Sourav,Sourav Ganguly,08-07-1972,m,left-hand-bat,right-arm-fast,Top Order Batter,153732,India,https://cdn.sportmonks.com/images/countries/png/short/in.png,113,311,0,PWI,y
1736,Harbhajan,Harbhajan Singh,03-07-1980,m,right-hand-bat,right-arm-offbreak,Spinner,153732,India,https://cdn.sportmonks.com/images/countries/png/short/in.png,103,236,28,KKR,y
1739,Zaheer,Zaheer Khan,07-10-1978,m,right-hand-bat,left-arm-fast,Medium Pacer,153732,India,https://cdn.sportmonks.com/images/countries/png/short/in.png,92,200,17,DD,y
1742,Anil,Anil Kumble,17-10-1970,m,right-hand-bat,legbreak,Spinner,153732,India,https://cdn.sportmonks.com/images/countries/png/short/in.png,132,271,0,RCB,y
1745,Munaf,Munaf Patel,12-07-1983,m,right-hand-bat,right-arm-fast,Medium Pacer,153732,India,https://cdn.sportmonks.com/images/countries/png/short/in.png,13,70,3,GL,y
1748,Irfan,Irfan Pathan,27-10-1984,m,left-hand-bat,left-arm-fast,Bowling Allrounder,153732,India,https://cdn.sportmonks.com/images/countries/png/short/in.png,29,120,24,GL,y
1751,Virender,Virender Sehwag,20-10-1978,m,right-hand-bat,right-arm-offbreak,Top Order Batter,153732,India,https://cdn.sportmonks.com/images/countries/png/short/in.png,104,251,19,KXIP,y
1754,Shanthakumaran,Shanthakumaran Sreesanth,06-02-1983,m,right-hand-bat,right-arm-fast,Medium Pacer,153732,India,https://cdn.sportmonks.com/images/countries/png/short/in.png,27,53,10,RR,y
1757,Sachin,Sachin Tendulkar,24-04-1973,m,right-hand-bat,legbreak,Top Order Batter,153732,India,https://cdn.sportmonks.com/images/countries/png/short/in.png,200,463,1,MI,y
1760,Robin,Robin Uthappa,11-11-1985,m,right-hand-bat,right-arm-fast,Top Order Batter,153732,India,https://cdn.sportmonks.com/images/countries/png/short/in.png,0,46,13,CSK,y
2267,Gautam,Gautam Gambhir,14-10-1981,m,left-hand-bat,legbreak,Top Order Batter,153732,India,https://cdn.sportmonks.com/images/countries/png/short/in.png,58,147,37,DD,y
2270,Yusuf,Yusuf Pathan,17-11-1982,m,right-hand-bat,right-arm-offbreak,Batting Allrounder,153732,India,https://cdn.sportmonks.com/images/countries/png/short/in.png,0,57,22,SRH,y
2273,Ashish,Ashish Nehra,29-04-1979,m,right-hand-bat,left-arm-fast,Medium Pacer,153732,India,https://cdn.sportmonks.com/images/countries/png/short/in.png,17,120,27,SRH,y
2279,Piyush,Piyush Chawla,24-12-1988,m,left-hand-bat,legbreak,Spinner,153732,India,https://cdn.sportmonks.com/images/countries/png/short/in.png,3,25,7,MI,y
2345,Stuart,Stuart Binny,03-06-1984,m,right-hand-bat,right-arm-fast,Bowling Allrounder,153732,India,https://cdn.sportmonks.com/images/countries/png/short/in.png,6,14,3,RR,y
2348,Mohit,Mohit Sharma,18-09-1988,m,right-hand-bat,right-arm-fast,Medium Pacer,153732,India,https://cdn.sportmonks.com/images/countries/png/short/in.png,0,26,8,DC,y
2669,Varun,Varun Aaron,29-10-1989,m,right-hand-bat,right-arm-fast,Medium Pacer,153732,India,https://cdn.sportmonks.com/images/countries/png/short/in.png,9,9,0,GT,y
2672,Amit,Amit Mishra,24-11-1982,m,right-hand-bat,legbreak,Spinner,153732,India,https://cdn.sportmonks.com/images/countries/png/short/in.png,0,42,15,LSG,y
2687,Krunal,Krunal Pandya,24-03-1991,m,left-hand-bat,slow-left-arm-orthodox,Bowling Allrounder,153732,India,https://cdn.sportmonks.com/images/countries/png/short/in.png,0,5,19,RCB,n
2693,Lakshmipathy,Lakshmipathy Balaji,27-09-1981,m,right-hand-bat,right-arm-fast,Medium Pacer,153732,India,https://cdn.sportmonks.com/images/countries/png/short/in.png,8,30,5,KXIP,y
2696,Ashok,Ashok Dinda,25-03-1984,m,right-hand-bat,right-arm-fast,Medium Pacer,153732,India,https://cdn.sportmonks.com/images/countries/png/short/in.png,0,13,9,RPS,y
2699,Manoj,Manoj Tiwary,14-11-1985,m,right-hand-bat,legbreak,Middle Order Batter,153732,India,https://cdn.sportmonks.com/images/countries/png/short/in.png,0,12,3,KXIP,y
2795,Jaydev,Jaydev Unadkat,18-10-1991,m,right-hand-bat,left-arm-fast,Medium Pacer,153732,India,https://cdn.sportmonks.com/images/countries/png/short/in.png,4,8,10,SRG,n
2813,Shreyas,Shreyas Iyer,06-12-1994,m,right-hand-bat,legbreak,Middle Order Batter,153732,India,https://cdn.sportmonks.com/images/countries/png/short/in.png,11,59,51,PBKS,n
2858,Nitish,Nitish Rana,27-12-1993,m,left-hand-bat,right-arm-offbreak,Middle Order Batter,153732,India,https://cdn.sportmonks.com/images/countries/png/short/in.png,0,0,5,RR,n
2873,Parthiv,Parthiv Patel,09-03-1985,m,left-hand-bat,does not bowl,Wicketkeeper,153732,India,https://cdn.sportmonks.com/images/countries/png/short/in.png,25,38,2,RCB,y
2879,Suryakumar,Suryakumar Yadav,14-09-1990,m,right-hand-bat,right-arm-fast,Middle Order Batter,153732,India,https://cdn.sportmonks.com/images/countries/png/short/in.png,1,37,100,MI,n
2900,Sanju,Sanju Samson,11-11-1994,m,right-hand-bat,does not bowl,Wicketkeeper,153732,India,https://cdn.sportmonks.com/images/countries/png/short/in.png,0,16,53,RR,n
2903,Rajat,Rajat Bhatia,22-10-1979,m,right-hand-bat,right-arm-fast,Bowling Allrounder,153732,India,https://cdn.sportmonks.com/images/countries/png/short/in.png,0,2,0,RPS,y
2912,Karun,Karun Nair,06-12-1991,m,right-hand-bat,right-arm-offbreak,Top Order Batter,153732,India,https://cdn.sportmonks.com/images/countries/png/short/in.png,6,2,0,DC,n
2915,Deepak,Deepak Hooda,19-04-1995,m,right-hand-bat,right-arm-offbreak,Middle Order Batter,153732,India,https://cdn.sportmonks.com/images/countries/png/short/in.png,0,10,21,CSK,n
2927,Rahul,Rahul Tewatia,20-05-1993,m,left-hand-bat,legbreak,Bowling Allrounder,153732,India,https://cdn.sportmonks.com/images/countries/png/short/in.png,0,0,0,GT,n
2981,Wriddhiman,Wriddhiman Saha,24-10-1984,m,right-hand-bat,does not bowl,Wicketkeeper,153732,India,https://cdn.sportmonks.com/images/countries/png/short/in.png,40,9,0,GT,y
3092,Jitesh,Jitesh Sharma,22-10-1993,m,right-hand-bat,does not bowl,Wicketkeeper,153732,India,https://cdn.sportmonks.com/images/countries/png/short/in.png,0,0,16,RCB,n
3122,Ishan,Ishan Kishan,18-07-1998,m,left-hand-bat,does not bowl,Wicketkeeper,153732,India,https://cdn.sportmonks.com/images/countries/png/short/in.png,2,27,32,SRH,n
3140,RP,RP Singh,06-12-1985,m,right-hand-bat,left-arm-fast,Medium Pacer,153732,India,https://cdn.sportmonks.com/images/countries/png/short/in.png,14,58,10,RPS,y
3152,Avesh,Avesh Khan,13-12-1996,m,right-hand-bat,right-arm-fast,Medium Pacer,153732,India,https://cdn.sportmonks.com/images/countries/png/short/in.png,0,8,19,LSG,n
3158,Navdeep,Navdeep Saini,23-11-1992,m,right-hand-bat,right-arm-fast,Medium Pacer,153732,India,https://cdn.sportmonks.com/images/countries/png/short/in.png,2,8,11,RR,n
3167,Shashank,Shashank Singh,21-11-1991,m,right-hand-bat,right-arm-offbreak,Middle Order Batter,153732,India,https://cdn.sportmonks.com/images/countries/png/short/in.png,0,0,0,PBKS,n
3215,Rinku,Rinku Singh,12-10-1997,m,left-hand-bat,right-arm-offbreak,Middle Order Batter,153732,India,https://cdn.sportmonks.com/images/countries/png/short/in.png,0,2,36,KKR,n
3296,Rahul,Rahul Chahar,04-08-1999,m,right-hand-bat,legbreak,Spinner,153732,India,https://cdn.sportmonks.com/images/countries/png/short/in.png,0,1,6,SRH,n
3305,Rahul,Rahul Tripathi,02-03-1991,m,right-hand-bat,right-arm-fast,Middle Order Batter,153732,India,https://cdn.sportmonks.com/images/countries/png/short/in.png,0,0,5,CSK,n
3362,Shubman,Shubman Gill,08-09-1999,m,right-hand-bat,right-arm-offbreak,Top Order Batter,153732,India,https://cdn.sportmonks.com/images/countries/png/short/in.png,40,61,36,GT,n
3374,Prasidh,Prasidh Krishna,19-02-1996,m,right-hand-bat,right-arm-fast,Medium Pacer,153732,India,https://cdn.sportmonks.com/images/countries/png/short/in.png,6,23,5,GT,n
4856,Ruturaj,Ruturaj Gaikwad,31-01-1997,m,right-hand-bat,right-arm-offbreak,Top Order Batter,153732,India,https://cdn.sportmonks.com/images/countries/png/short/in.png,0,6,19,CSK,n
4877,Varun,Varun Chakaravarthy,29-08-1991,m,right-hand-bat,legbreak,Spinner,153732,India,https://cdn.sportmonks.com/images/countries/png/short/in.png,0,4,34,KKR,n
4880,Arshdeep,Arshdeep Singh,05-02-1999,m,left-hand-bat,left-arm-fast,Medium Pacer,153732,India,https://cdn.sportmonks.com/images/countries/png/short/in.png,0,15,73,PBKS,n
4922,Riyan,Riyan Parag,10-11-2001,m,right-hand-bat,legbreak,Middle Order Batter,153732,India,https://cdn.sportmonks.com/images/countries/png/short/in.png,0,0,0,RR,n
4931,Devdutt,Devdutt Padikkal,07-07-2000,m,left-hand-bat,right-arm-offbreak,Top Order Batter,153732,India,https://cdn.sportmonks.com/images/countries/png/short/in.png,2,0,2,RCB,n
4940,Shivam,Shivam Dube,26-06-1993,m,left-hand-bat,right-arm-fast,Batting Allrounder,153732,India,https://cdn.sportmonks.com/images/countries/png/short/in.png,0,4,51,CSK,n
6697,Tushar,Tushar Deshpande,15-05-1995,m,left-hand-bat,right-arm-fast,Medium Pacer,153732,India,https://cdn.sportmonks.com/images/countries/png/short/in.png,0,0,2,RR,n
8370,Tilak,Tilak Varma,08-11-2002,m,left-hand-bat,right-arm-offbreak,Top Order Batter,153732,India,https://cdn.sportmonks.com/images/countries/png/short/in.png,0,5,40,MI,n
8373,Nehal,Nehal Wadhera,04-09-2000,m,left-hand-bat,legbreak,Middle Order Batter,153732,India,https://cdn.sportmonks.com/images/countries/png/short/in.png,0,0,0,PBKS,n
9459,Ravi,Ravi Bishnoi,05-09-2000,m,right-hand-bat,legbreak,Spinner,153732,India,https://cdn.sportmonks.com/images/countries/png/short/in.png,0,1,21,LSG,n
26027,Rajat,Rajat Patidar,01-06-1993,m,right-hand-bat,right-arm-offbreak,Middle Order Batter,153732,India,https://cdn.sportmonks.com/images/countries/png/short/in.png,0,1,0,RCB,n
28955,B Sai,B Sai Sudharsan,15-10-2001,m,left-hand-bat,legbreak,Top Order Batter,153732,India,https://cdn.sportmonks.com/images/countries/png/short/in.png,6,3,0,GT,n
36515,Ayush,Ayush Badoni,03-12-1999,m,right-hand-bat,right-arm-offbreak,Middle Order Batter,153732,India,https://cdn.sportmonks.com/images/countries/png/short/in.png,0,0,0,LSG,n
36521,Mayank,Mayank Yadav,17-06-2002,m,right-hand-bat,right-arm-fast,Medium Pacer,153732,India,https://cdn.sportmonks.com/images/countries/png/short/in.png,0,0,3,LSG,n
36524,Yash,Yash Dayal,13-12-1997,m,left-hand-bat,left-arm-fast,Medium Pacer,153732,India,https://cdn.sportmonks.com/images/countries/png/short/in.png,0,0,0,RCB,n
44513,Suyash,Suyash Sharma,15-05-2003,m,right-hand-bat,legbreak,Spinner,153732,India,https://cdn.sportmonks.com/images/countries/png/short/in.png,0,0,0,RCB,n
49634,Harshit,Harshit Rana,22-12-2001,m,right-hand-bat,right-arm-fast,Bowling Allrounder,153732,India,https://cdn.sportmonks.com/images/countries/png/short/in.png,2,15,6,KKR,n
203,Mark,Mark Chapman,27-06-1994,m,left-hand-bat,slow-left-arm-orthodox,Middle Order Batter,2817,New Zealand,https://cdn.sportmonks.com/images/countries/png/short/nz.png,0,32,101,NA,n
204,Martin,Martin Guptill,30-09-1986,m,right-hand-bat,right-arm-offbreak,Top Order Batter,2817,New Zealand,https://cdn.sportmonks.com/images/countries/png/short/nz.png,47,198,122,SRH,n
205,Tom,Tom Latham,02-04-1992,m,left-hand-bat,right-arm-fast,Wicketkeeper,2817,New Zealand,https://cdn.sportmonks.com/images/countries/png/short/nz.png,76,147,26,NA,n
206,Henry,Henry Nicholls,15-11-1991,m,right-hand-bat,right-arm-offbreak,Top Order Batter,2817,New Zealand,https://cdn.sportmonks.com/images/countries/png/short/nz.png,56,75,10,NA,n
208,Tim,Tim Seifert,14-12-1994,m,right-hand-bat,does not bowl,Wicketkeeper,2817,New Zealand,https://cdn.sportmonks.com/images/countries/png/short/nz.png,0,3,51,DC,n
209,Ross,Ross Taylor,08-03-1984,m,right-hand-bat,right-arm-offbreak,Middle Order Batter,2817,New Zealand,https://cdn.sportmonks.com/images/countries/png/short/nz.png,112,236,106,DD,y
213,Colin,Colin de Grandhomme,22-07-1986,m,right-hand-bat,right-arm-fast,Batting Allrounder,2817,New Zealand,https://cdn.sportmonks.com/images/countries/png/short/nz.png,29,45,41,RCB,y
214,Matt,Matt Henry,14-12-1991,m,right-hand-bat,right-arm-fast,Medium Pacer,2817,New Zealand,https://cdn.sportmonks.com/images/countries/png/short/nz.png,21,82,13,LSG,n
216,Glenn,Glenn Phillips,06-12-1996,m,right-hand-bat,does not bowl,Wicketkeeper,2817,New Zealand,https://cdn.sportmonks.com/images/countries/png/short/nz.png,17,47,84,SRH,n
218,Ish,Ish Sodhi,31-10-1992,m,right-hand-bat,legbreak,Spinner,2817,New Zealand,https://cdn.sportmonks.com/images/countries/png/short/nz.png,20,54,133,RR,n
219,Neil,Neil Wagner,13-03-1986,m,left-hand-bat,left-arm-fast,Medium Pacer,2817,New Zealand,https://cdn.sportmonks.com/images/countries/png/short/nz.png,63,0,0,NA,y
220,Kane,Kane Williamson,08-08-1990,m,right-hand-bat,right-arm-offbreak,Top Order Batter,2817,New Zealand,https://cdn.sportmonks.com/images/countries/png/short/nz.png,108,175,93,GT,n
221,Trent,Trent Boult,22-07-1989,m,right-hand-bat,left-arm-fast,Medium Pacer,2817,New Zealand,https://cdn.sportmonks.com/images/countries/png/short/nz.png,78,114,61,RR,y
223,Lockie,Lockie Ferguson,13-06-1991,m,right-hand-bat,right-arm-fast,Medium Pacer,2817,New Zealand,https://cdn.sportmonks.com/images/countries/png/short/nz.png,1,65,43,PBKS,n
227,Mitchell,Mitchell Santner,05-02-1992,m,left-hand-bat,slow-left-arm-orthodox,Bowling Allrounder,2817,New Zealand,https://cdn.sportmonks.com/images/countries/png/short/nz.png,32,124,123,CSK,n
228,Tim,Tim Southee,11-12-1988,m,right-hand-bat,right-arm-fast,Medium Pacer,2817,New Zealand,https://cdn.sportmonks.com/images/countries/png/short/nz.png,107,161,125,KKR,y
357,Brendon,Brendon McCullum,27-09-1981,m,right-hand-bat,right-arm-offbreak,Wicketkeeper,2817,New Zealand,https://cdn.sportmonks.com/images/countries/png/short/nz.png,101,260,71,RCB,y
367,Mitchell,Mitchell McClenaghan,11-06-1986,m,left-hand-bat,left-arm-fast,Medium Pacer,2817,New Zealand,https://cdn.sportmonks.com/images/countries/png/short/nz.png,0,48,29,MI,y
801,Corey,Corey Anderson,13-12-1990,m,left-hand-bat,left-arm-fast,Bowling Allrounder,2817,New Zealand,https://cdn.sportmonks.com/images/countries/png/short/nz.png,13,49,42,MI,y
802,Ajaz,Ajaz Patel,21-10-1988,m,left-hand-bat,slow-left-arm-orthodox,Spinner,2817,New Zealand,https://cdn.sportmonks.com/images/countries/png/short/nz.png,22,0,7,NA,n
1946,Daniel,Daniel Vettori,27-01-1979,m,left-hand-bat,slow-left-arm-orthodox,Spinner,2817,New Zealand,https://cdn.sportmonks.com/images/countries/png/short/nz.png,113,295,34,RCB,y
4712,Kyle,Kyle Jamieson,30-12-1994,m,right-hand-bat,right-arm-fast,Medium Pacer,2817,New Zealand,https://cdn.sportmonks.com/images/countries/png/short/nz.png,19,23,24,PBKS,n
4799,Jacob,Jacob Duffy,02-08-1994,m,right-hand-bat,right-arm-fast,Medium Pacer,2817,New Zealand,https://cdn.sportmonks.com/images/countries/png/short/nz.png,4,19,39,NA,n
4814,Michael,Michael Bracewell,14-02-1991,m,left-hand-bat,does not bowl,Bowling Allrounder,2817,New Zealand,https://cdn.sportmonks.com/images/countries/png/short/nz.png,10,43,47,RCB,n
4817,Devon,Devon Conway,08-07-1991,m,left-hand-bat,right-arm-fast,Wicketkeeper,2817,New Zealand,https://cdn.sportmonks.com/images/countries/png/short/nz.png,32,43,63,CSK,n
5594,Rachin,Rachin Ravindra,18-11-1999,m,left-hand-bat,slow-left-arm-orthodox,Batting Allrounder,2817,New Zealand,https://cdn.sportmonks.com/images/countries/png/short/nz.png,20,39,39,CSK,n
5678,Daryl,Daryl Mitchell,20-05-1991,m,right-hand-bat,right-arm-fast,Batting Allrounder,2817,New Zealand,https://cdn.sportmonks.com/images/countries/png/short/nz.png,35,59,91,CSK,n
2,Ahmed,Ahmed Shehzad,23-11-1991,m,right-hand-bat,legbreak,Top Order Batter,52126,Pakistan,https://cdn.sportmonks.com/images/countries/png/short/pk.png,13,81,59,NA,y
